Company,Product,TypeName,Inches,Ram,OS,Weight,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_Rs,warranty_status,Image_URL
HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,d0bf98b4,15.6,8,Windows 10,1.91,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon 530,64710,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,f7cbb7af,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,AMD,1.5,E-Series E2-9000e,500,0,HDD,No,AMD,Radeon R2,31410,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Inspiron 3576,acfb6326,15.6,8,Linux,2.2,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,AMD,Radeon 520,58230,Under Warranty,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
HP,Envy 13-ad009n,7270c1a2,13.3,8,Windows 10,1.38,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce MX150,100710,In Progress,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Microsoft,Surface Laptop,c9992e3e,13.5,8,Windows 10 S,1.252,Standard,2256,1504,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,120600,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
HP,Pavilion 14-BK001nv,dfddbd0f,14,6,Windows 10,1.58,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,59310,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Lenovo,Ideapad 310-15ISK,38f3a872,15.6,4,Windows 10,1.85,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,37341,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,757126ec,14,8,Windows 10,1.3,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,107370,Under Warranty,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
MSI,GP62M 7REX,dabbdb9e,15.6,16,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,116910,Under Warranty,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Lenovo,Thinkpad T470,f21eaa96,14,8,Windows 10,1.58,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,133200,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Asus,VivoBook S15,5658803c,15.6,16,Windows 10,1.5,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,1024,SSD,HDD,Nvidia,GeForce MX150,113580,Under Warranty,https://images.unsplash.com/photo-1587825140400-8b0d2e9cfc6f
Dell,XPS 13,f30da140,13.3,8,Windows 10,1.23,Quad HD+,3200,1800,Yes,No,No,Intel,2.4,Core i7 7560U,256,0,SSD,No,Intel,Iris Plus Graphics 640,124110,Warranty Expired,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
Lenovo,ThinkPad Yoga,0744c20c,13.3,8,Windows 10,1.37,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,125910,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,Probook 440,9f7dce0e,14,4,Windows 10,1.63,Standard,1366,768,No,Yes,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,64980,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
Dell,XPS 13,01481fcc,13.3,8,Windows 10,1.21,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,146610,In Progress,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
HP,Spectre x360,af078f18,13.3,8,Windows 10,1.26,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,125909.1,In Progress,https://images.unsplash.com/photo-1580894908361-967195033215
HP,Probook 440,cba693ca,14,8,Windows 10,1.63,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,97560,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Inspiron 7570,226c7dfc,15.6,8,Windows 10,2.16,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,1024,SSD,HDD,Nvidia,GeForce 940MX,101729.7,In Progress,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,1b4d1d71,17.3,4,Windows 10,2,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 920MX,50760,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Asus,VivoBook S15,e72f68ce,15.6,8,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 940MX,100620,Warranty Expired,https://images.unsplash.com/photo-1593642632823-8f785ba67e45
Acer,Spin 3,5b04eb85,15.6,6,Windows 10,2.1,Full HD,1920,1080,Yes,Yes,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,43110,In Progress,https://images.unsplash.com/photo-1573729784472-1c977e33d5d3
MSI,GS63VR 7RG,9d19a62e,15.6,16,Windows 10,1.8,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,2048,SSD,HDD,Nvidia,GeForce GTX 1070,201735,Warranty Expired,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Lenovo,IdeaPad 320-15IKBN,8e262be2,15.6,8,No OS,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,56610,Warranty Expired,https://images.unsplash.com/photo-1593642634367-d91a135587b5
HP,Probook 470,46e05831,17.3,16,Windows 10,2.5,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 930MX ,114390,Warranty Expired,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Acer,Aspire 3,596675b5,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,256,0,SSD,No,AMD,Radeon R5,40590,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,250 G6,962e99f7,15.6,4,No OS,1.86,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,23310,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,Probook 440,099e6ad8,14,8,Windows 10,1.63,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,73080,Warranty Expired,https://images.unsplash.com/photo-1580894908361-967195033215
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,df36af3c,14,4,Windows 10 S,1.65,Standard,1366,768,No,No,No,AMD,1.5,E-Series 6110,64,0,SSD,No,AMD,Radeon R2,25019.1,Warranty Expired,https://images.unsplash.com/photo-1587825140400-8b0d2e9cfc6f
Dell,Inspiron 5770,3c7beac7,17.3,16,Windows 10,2.8,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,125640,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,ProBook 470,4d47c49d,17.3,8,Windows 10,2.5,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,83520,In Progress,https://images.unsplash.com/photo-1580894908361-967195033215
Dell,Inspiron 5567,fea4abd8,15.6,8,Windows 10,2.36,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,57509.1,Under Warranty,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
Dell,Inspiron 3567,b4e923ad,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,40410,In Progress,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Acer,Swift 3,fe081055,14,8,Windows 10,1.6,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,79560,In Progress,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
Acer,Aspire A515-51G-37JS,6fc4e330,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,Core i3 7130U,256,0,SSD,No,Nvidia,GeForce MX130,51480,In Progress,https://images.unsplash.com/photo-1573729784472-1c977e33d5d3
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),0048d2df,15.6,8,Windows 10,2.05,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,53820,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,Probook 440,ddb94a4d,14,8,Windows 10,1.63,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,88920,In Progress,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Lenovo,V110-15IAP (N3350/4GB/1TB/No,61dcc8d8,15.6,4,No OS,1.9,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,22712.4,Warranty Expired,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,b47f83e0,17.3,8,Windows 10,3,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,84420,Warranty Expired,https://images.unsplash.com/photo-1593642632823-8f785ba67e45
Lenovo,IdeaPad 320-15IKBN,a17dcf47,15.6,4,No OS,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920MX,44910,Under Warranty,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
HP,Envy 13-AD007nv,c12385ce,13.3,4,Windows 10,1.32,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,62910,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Acer,Aspire 5,45ec4c71,17.3,4,Windows 10,3,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i3 7130U,1024,0,HDD,No,Nvidia,GeForce MX130,58950,Warranty Expired,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
Lenovo,ThinkPad E480,7297b720,14,8,Windows 10,1.75,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon RX 550,100441.8,Warranty Expired,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Lenovo,Legion Y520-15IKBN,4e154e01,15.6,8,No OS,2.4,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050M,78210,Under Warranty,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Toshiba,Satellite Pro,e4ea015f,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,54180,In Progress,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
HP,255 G6,8d659fd1,15.6,4,Windows 10,1.86,Standard,1366,768,No,No,No,AMD,2.5,A6-Series 9220,256,0,SSD,No,AMD,Radeon R4 Graphics,33210,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Asus,ZenBook UX430UA,f8e8214e,14,8,Windows 10,1.25,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,98910,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
HP,EliteBook Folio,c0116f72,12.5,8,Windows 10,0.97,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,181260,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Asus,X541NA (N3350/4GB/1TB/FHD/W10),6ae03cc6,15.6,4,Windows 10,2,Full HD,1920,1080,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,30960,Warranty Expired,https://images.unsplash.com/photo-1593642632823-8f785ba67e45
MSI,GE72MVR 7RG,3.84E+07,17.3,16,Windows 10,2.9,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,182610,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Acer,Aspire A315-51,7a23f8f7,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,40230,In Progress,https://images.unsplash.com/photo-1573729784472-1c977e33d5d3
Dell,Inspiron 5577,efd8653f,15.6,16,Windows 10,2.56,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,112433.4,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Inspiron 7567,e7961a42,15.6,8,Windows 10,2.62,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050,80910,Under Warranty,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),e6f6ff85,15.6,4,Windows 10,1.9,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,44820,Under Warranty,https://images.unsplash.com/photo-1593642634367-d91a135587b5
MSI,GE73VR 7RE,8be109a3,17.3,16,Windows 10,2.8,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,170100,Under Warranty,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
HP,EliteBook 840,21b3631c,14,4,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.7,Core i5 7500U,256,0,SSD,No,Intel,HD Graphics 620,97380,In Progress,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,8f9d9226,15.6,6,Windows 10,1.91,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520,55710,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,Yoga 520-14IKB,9a99e63d,14,4,Windows 10,1.74,Full HD,1920,1080,Yes,Yes,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,56610,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Asus,ZenBook Flip,54839651,13.3,8,Windows 10,1.1,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,HD Graphics 620,118350,Under Warranty,https://images.unsplash.com/photo-1587825140400-8b0d2e9cfc6f
Dell,Inspiron 5579,f6578976,15.6,8,Windows 10,1.56,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,94410,Warranty Expired,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Toshiba,Satellite Pro,26ddd2e5,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,40230,Under Warranty,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,4741ff0a,15.6,4,Windows 10,2.03,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5 M420,36270,Warranty Expired,https://images.unsplash.com/photo-1593642632823-8f785ba67e45
Acer,Aspire A517-51G,9973141b,17.3,4,Windows 10,3,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,72450,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Inspiron 3576,bb3a1244,15.6,8,Windows 10,2.13,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520,65520,Warranty Expired,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Lenovo,Legion Y520-15IKBN,ead503ac,15.6,16,Windows 10,2.5,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,97110,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Acer,Aspire A315-31,7c4604e4,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,31320,In Progress,https://images.unsplash.com/photo-1573729784472-1c977e33d5d3
MSI,GE63VR 7RE,d61724ef,15.6,16,Windows 10,2.4,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,161910,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Acer,Aspire 3,f9bde205,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,32715.9,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Inspiron 5577,e83baac1,15.6,8,Windows 10,2.56,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,95444.1,Under Warranty,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
Acer,Aspire A517-51G,e523a7d4,17.3,8,Windows 10,3,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,76860,In Progress,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
HP,ProBook 430,5e96b1d5,13.3,4,Windows 10,1.49,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,67860,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
Huawei,MateBook X,d86e9555,13,8,Windows 10,1.05,Full HD,2160,1440,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,121410,In Progress,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,8884c746,17.3,6,Windows 10,2.71,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,2048,0,HDD,No,AMD,Radeon 520,62910,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,IdeaPad 320-15AST,82aab267,15.6,4,No OS,2.2,Standard,1366,768,No,No,No,AMD,2.9,A6-Series 9220,500,0,HDD,No,AMD,Radeon R4 Graphics,27810,Under Warranty,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Toshiba,Satellite Pro,dad6d692,15.6,4,Windows 10,2,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,44010,Warranty Expired,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
HP,ProBook 470,2cb00764,17.3,8,Windows 10,2.5,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce 930MX,83070,In Progress,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Dell,Inspiron 3567,c2f3ea8b,15.6,8,Windows 10,2.3,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,41310,Warranty Expired,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Acer,Aspire A315-51,af7fd733,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,40410,Warranty Expired,https://images.unsplash.com/photo-1573729784472-1c977e33d5d3
MSI,GT80S 6QF-074US,91fa2d7e,18.4,32,Windows 10,4.4,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 6920HQ,512,1024,SSD,HDD,Nvidia,GTX 980 SLI,251910,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,a673e9c7,15.6,8,Windows 10,1.9,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,AMD,R17M-M1-70,73170,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
HP,Spectre x360,e7ba50e3,13.3,8,Windows 10,1.29,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,134910,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Inspiron 5570,40fd8166,15.6,16,Linux,2.02,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,94410,Warranty Expired,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Dell,XPS 13,16701356,13.3,8,Windows 10,1.23,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,125910,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Lenovo,Yoga 920-13IKB,0a136184,13.9,16,Windows 10,1.4,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,166410,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Toshiba,Satellite Pro,e12b6212,15.6,8,Windows 10,2,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,71370,Warranty Expired,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Xiaomi,Mi Notebook,8e11ee28,15.6,8,No OS,1.95,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,107910,Under Warranty,https://images.unsplash.com/photo-1573729784472-1c977e33d5d3
Dell,Inspiron 7773,e74b5796,17.3,16,Windows 10,2.77,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 150MX,139410,Under Warranty,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Dell,XPS 15,0fc713e0,15.6,16,Windows 10,2.06,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,215730,Under Warranty,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Lenovo,Legion Y520-15IKBN,2c7693b2,15.6,8,No OS,2.4,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,70110,Warranty Expired,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Acer,Swift 7,70d7e319,13.3,8,Windows 10,1.12,Full HD,1920,1080,No,Yes,No,Intel,1.2,Core i5 7Y54,256,0,SSD,No,Intel,HD Graphics 615,89010,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Inspiron 5770,3516fb85,17.3,8,Windows 10,2.8,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530,97650,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Lenovo,Thinkpad Yoga,7b6bd8e8,14,16,Windows 10,1.42,Standard,2560,1440,Yes,No,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,254160,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Vero,K147 (N3350/4GB/32GB/FHD/W10),3cdbfc3f,14,4,Windows 10,1.3,Full HD,1920,1080,No,Yes,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,23400,Under Warranty,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Xiaomi,Mi Notebook,879f8ce9,13.3,8,No OS,1.3,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce MX150,89991,In Progress,https://images.unsplash.com/photo-1573729784472-1c977e33d5d3
Lenovo,IdeaPad 320-17IKBR,710b50b5,17.3,8,No OS,2.8,Standard,1600,900,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,62820,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Inspiron 5379,e14cbb61,13.3,8,Windows 10,1.62,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Intel,UHD Graphics 620,75510,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,ProBook 470,9415c78a,17.3,8,Windows 10,2.5,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce 930MX,82260,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Razer,Blade Pro,2f59c081,17.3,32,Windows 10,3.49,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.9,Core i7 7820HK,1024,0,SSD,No,Nvidia,GeForce GTX 1080,548910,In Progress,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
HP,ProBook 430,d9bdc659,13.3,8,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,512,0,SSD,No,Intel,UHD Graphics 620,86310,In Progress,https://images.unsplash.com/photo-1580894908361-967195033215
HP,Omen 17-W295,af5a8442,17.3,16,Windows 10,3.35,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,124110,Under Warranty,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
HP,Probook 470,523099f7,17.3,8,Windows 10,2.5,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 930MX ,94050,Warranty Expired,https://images.unsplash.com/photo-1580894908361-967195033215
Dell,Inspiron 7577,c7133d43,15.6,16,Windows 10,2.65,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060,166050,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
